battery_voltage	64.00
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.27836
% bat	49371.52343
% batA	0.00000
% batB	-100.00000
% batC	-174.77677

BAT PERCENT
49.36 %
dt_ms	76628.00
last_read_micros	9209904
current_read_micros	9286532
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8313999176
calculte_milli_coulombs_transffred	-613024.0000000000
battery_capacity_coulomb	53311.6171875000
battery_capacity_milli_coulomb	53311616
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.30887
% bat	49362.60546
% batA	0.00000
% batB	200.00000
% batC	215.17857

dt_ms	39260.00
last_read_micros	9286532
current_read_micros	9325792
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9629999160
calculte_milli_coulombs_transffred	-314080.0000000000
battery_capacity_coulomb	53288.4140625000
battery_capacity_milli_coulomb	53288416
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.37907
% bat	49341.12500
% batA	0.00000
% batB	0.00000
% batC	53.34821

dt_ms	41736.00
last_read_micros	9325792
current_read_micros	9367528
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0868000984
calculte_milli_coulombs_transffred	-333888.0312500000
battery_capacity_coulomb	53302.0156250000
battery_capacity_milli_coulomb	53302016
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.33634
% bat	49353.71875
% batA	0.00000
% batB	100.00000
% batC	148.21427

dt_ms	41996.00
last_read_micros	9367528
current_read_micros	9409524
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0998001098
calculte_milli_coulombs_transffred	-335968.0312500000
battery_capacity_coulomb	53295.8085937500
battery_capacity_milli_coulomb	53295808
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.35771
% bat	49347.97265
% batA	0.00000
% batB	100.00000
% batC	104.91072

dt_ms	41992.00
last_read_micros	9409524
current_read_micros	9451516
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53287.5195312500
battery_capacity_milli_coulomb	53287520
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.38212
% bat	49340.29687
% batA	0.00000
% batB	0.00000
% batC	47.09821

dt_ms	41736.00
last_read_micros	9451516
current_read_micros	9493252
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0868000984
calculte_milli_coulombs_transffred	-333888.0312500000
battery_capacity_coulomb	53279.2656250000
battery_capacity_milli_coulomb	53279264
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.40653
% bat	49332.64843
% batA	0.00000
% batB	0.00000
% batC	-10.49107

dt_ms	41824.00
last_read_micros	9493252
current_read_micros	9535076
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-334592.0312500000
battery_capacity_coulomb	53273.0546875000
battery_capacity_milli_coulomb	53273056
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.42485
% bat	49326.90625
% batA	0.00000
% batB	0.00000
% batC	-53.79464

BAT PERCENT
49.32 %
dt_ms	76268.00
last_read_micros	9535076
current_read_micros	9611344
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8134000778
calculte_milli_coulombs_transffred	-610144.0000000000
battery_capacity_coulomb	53266.1445312500
battery_capacity_milli_coulomb	53266144
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.44621
% bat	49320.50390
% batA	0.00000
% batB	-100.00000
% batC	-102.00893

dt_ms	39444.00
last_read_micros	9611344
current_read_micros	9650788
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9722000122
calculte_milli_coulombs_transffred	-315552.0000000000
battery_capacity_coulomb	53245.8242187500
battery_capacity_milli_coulomb	53245824
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.51030
% bat	49301.68750
% batA	0.00000
% batB	200.00000
% batC	213.39285

dt_ms	41992.00
last_read_micros	9650788
current_read_micros	9692780
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53257.9531250000
battery_capacity_milli_coulomb	53257952
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.47368
% bat	49312.91796
% batA	0.00000
% batB	-100.00000
% batC	-159.15177

dt_ms	42152.00
last_read_micros	9692780
current_read_micros	9734932
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1075999736
calculte_milli_coulombs_transffred	-337216.0312500000
battery_capacity_coulomb	53249.6953125000
battery_capacity_milli_coulomb	53249696
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.49809
% bat	49305.26953
% batA	0.00000
% batB	-200.00000
% batC	-216.74107

dt_ms	42160.00
last_read_micros	9734932
current_read_micros	9777092
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53240.1601562500
battery_capacity_milli_coulomb	53240160
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.52556
% bat	49296.44531
% batA	0.00000
% batB	100.00000
% batC	173.88392

dt_ms	41988.00
last_read_micros	9777092
current_read_micros	9819080
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-335904.0312500000
battery_capacity_coulomb	53230.5585937500
battery_capacity_milli_coulomb	53230560
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.55607
% bat	49287.55468
% batA	0.00000
% batB	100.00000
% batC	106.91964

dt_ms	41992.00
last_read_micros	9819080
current_read_micros	9861072
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53222.3359375000
battery_capacity_milli_coulomb	53222336
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.58049
% bat	49279.94140
% batA	0.00000
% batB	0.00000
% batC	49.55357

BAT PERCENT
49.27 %
dt_ms	76196.00
last_read_micros	9861072
current_read_micros	9937268
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8097999572
calculte_milli_coulombs_transffred	-609568.0000000000
battery_capacity_coulomb	53214.0781250000
battery_capacity_milli_coulomb	53214080
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.60491
% bat	49272.29687
% batA	0.00000
% batB	0.00000
% batC	-8.03571

dt_ms	39012.00
last_read_micros	9937268
current_read_micros	9976280
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9506000518
calculte_milli_coulombs_transffred	-312096.0000000000
battery_capacity_coulomb	53194.3359375000
battery_capacity_milli_coulomb	53194336
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.66594
% bat	49254.01562
% batA	0.00000
% batB	-100.00000
% batC	-145.75892

dt_ms	42160.00
last_read_micros	9976280
current_read_micros	10018440
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53209.9218750000
battery_capacity_milli_coulomb	53209920
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.62017
% bat	49268.44140
% batA	0.00000
% batB	0.00000
% batC	-37.05357

dt_ms	41912.00
last_read_micros	10018440
current_read_micros	10060352
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-335296.0312500000
battery_capacity_coulomb	53200.3203125000
battery_capacity_milli_coulomb	53200320
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.64763
% bat	49259.55859
% batA	0.00000
% batB	-100.00000
% batC	-104.01786

dt_ms	42324.00
last_read_micros	10060352
current_read_micros	10102676
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1161999702
calculte_milli_coulombs_transffred	-338592.0312500000
battery_capacity_coulomb	53192.7031250000
battery_capacity_milli_coulomb	53192704
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.67205
% bat	49252.50390
% batA	0.00000
% batB	-100.00000
% batC	-157.14285

dt_ms	42328.00
last_read_micros	10102676
current_read_micros	10145004
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1164000034
calculte_milli_coulombs_transffred	-338624.0312500000
battery_capacity_coulomb	53181.7929687500
battery_capacity_milli_coulomb	53181792
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.70562
% bat	49242.40234
% batA	0.00000
% batB	200.00000
% batC	223.88392

dt_ms	42160.00
last_read_micros	10145004
current_read_micros	10187164
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	53170.8476562500
battery_capacity_milli_coulomb	53170848
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.73919
% bat	49232.26562
% batA	0.00000
% batB	100.00000
% batC	147.54464

BAT PERCENT
49.22 %
dt_ms	76608.00
last_read_micros	10187164
current_read_micros	10263772
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8303999900
calculte_milli_coulombs_transffred	-612864.0000000000
battery_capacity_coulomb	53161.2460937500
battery_capacity_milli_coulomb	53161248
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.76665
% bat	49223.37890
% batA	0.00000
% batB	0.00000
% batC	80.58036

dt_ms	39188.00
last_read_micros	10263772
current_read_micros	10302960
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9593999862
calculte_milli_coulombs_transffred	-313504.0000000000
battery_capacity_coulomb	53138.2070312500
battery_capacity_milli_coulomb	53138208
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.83685
% bat	49202.04296
% batA	0.00000
% batB	0.00000
% batC	-80.13393

dt_ms	41988.00
last_read_micros	10302960
current_read_micros	10344948
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-335904.0312500000
battery_capacity_coulomb	53152.3828125000
battery_capacity_milli_coulomb	53152384
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.79412
% bat	49215.17187
% batA	0.00000
% batB	0.00000
% batC	18.75000

dt_ms	41904.00
last_read_micros	10344948
current_read_micros	10386852
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	-335232.0312500000
battery_capacity_coulomb	53144.1601562500
battery_capacity_milli_coulomb	53144160
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.81854
% bat	49207.55859
% batA	0.00000
% batB	0.00000
% batC	-38.61607

dt_ms	41992.00
last_read_micros	10386852
current_read_micros	10428844
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53136.6093750000
battery_capacity_milli_coulomb	53136608
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.84295
% bat	49200.56640
% batA	0.00000
% batB	0.00000
% batC	-91.29464

dt_ms	41988.00
last_read_micros	10428844
current_read_micros	10470832
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-335904.0312500000
battery_capacity_coulomb	53128.3515625000
battery_capacity_milli_coulomb	53128352
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.86737
% bat	49192.91796
% batA	0.00000
% batB	-100.00000
% batC	-148.88392

dt_ms	42324.00
last_read_micros	10470832
current_read_micros	10513156
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1161999702
calculte_milli_coulombs_transffred	-338592.0312500000
battery_capacity_coulomb	53120.1289062500
battery_capacity_milli_coulomb	53120128
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.89178
% bat	49185.30468
% batA	0.00000
% batB	-200.00000
% batC	-206.25000

BAT PERCENT
49.17 %
dt_ms	76788.00
last_read_micros	10513156
current_read_micros	10589944
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8394001007
calculte_milli_coulombs_transffred	-614304.0000000000
battery_capacity_coulomb	53109.2148437500
battery_capacity_milli_coulomb	53109216
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.92535
% bat	49175.20312
% batA	0.00000
% batB	100.00000
% batC	174.77677

dt_ms	39432.00
last_read_micros	10589944
current_read_micros	10629376
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9715999603
calculte_milli_coulombs_transffred	-315456.0000000000
battery_capacity_coulomb	53084.7343750000
battery_capacity_milli_coulomb	53084736
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.00165
% bat	49152.53125
% batA	0.00000
% batB	0.00000
% batC	4.01786

dt_ms	41824.00
last_read_micros	10629376
current_read_micros	10671200
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0912001132
calculte_milli_coulombs_transffred	-334592.0312500000
battery_capacity_coulomb	53096.9609375000
battery_capacity_milli_coulomb	53096960
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.96503
% bat	49163.85156
% batA	0.00000
% batB	0.00000
% batC	89.28572

dt_ms	41916.00
last_read_micros	10671200
current_read_micros	10713116
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0957999229
calculte_milli_coulombs_transffred	-335328.0312500000
battery_capacity_coulomb	53090.0468750000
battery_capacity_milli_coulomb	53090048
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-37.98334
% bat	49157.45312
% batA	0.00000
% batB	0.00000
% batC	41.07143

dt_ms	41900.00
last_read_micros	10713116
current_read_micros	10755016
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0950000286
calculte_milli_coulombs_transffred	-335200.0312500000
battery_capacity_coulomb	53082.3984375000
battery_capacity_milli_coulomb	53082400
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.00775
% bat	49150.36718
% batA	0.00000
% batB	0.00000
% batC	-12.27679

dt_ms	41988.00
last_read_micros	10755016
current_read_micros	10797004
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0994000434
calculte_milli_coulombs_transffred	-335904.0312500000
battery_capacity_coulomb	53074.8789062500
battery_capacity_milli_coulomb	53074880
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.03216
% bat	49143.41015
% batA	0.00000
% batB	0.00000
% batC	-64.73214

dt_ms	41992.00
last_read_micros	10797004
current_read_micros	10838996
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0996000766
calculte_milli_coulombs_transffred	-335936.0312500000
battery_capacity_coulomb	53066.6562500000
battery_capacity_milli_coulomb	53066656
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.05658
% bat	49135.79296
% batA	0.00000
% batB	-100.00000
% batC	-122.09822

BAT PERCENT
49.13 %
dt_ms	76764.00
last_read_micros	10838996
current_read_micros	10915760
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8382000923
calculte_milli_coulombs_transffred	-614112.0000000000
battery_capacity_coulomb	53058.3984375000
battery_capacity_milli_coulomb	53058400
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.08100
% bat	49128.15234
% batA	0.00000
% batB	-100.00000
% batC	-179.68750

dt_ms	39616.00
last_read_micros	10915760
current_read_micros	10955376
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9808000564
calculte_milli_coulombs_transffred	-316928.0000000000
battery_capacity_coulomb	53034.1132812500
battery_capacity_milli_coulomb	53034112
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.15424
% bat	49105.66015
% batA	0.00000
% batB	100.00000
% batC	108.03572

dt_ms	42144.00
last_read_micros	10955376
current_read_micros	10997520
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1071999073
calculte_milli_coulombs_transffred	-337152.0312500000
battery_capacity_coulomb	53044.8632812500
battery_capacity_milli_coulomb	53044864
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.12372
% bat	49115.61718
% batA	0.00000
% batB	100.00000
% batC	183.03572

dt_ms	42168.00
last_read_micros	10997520
current_read_micros	11039688
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1084001064
calculte_milli_coulombs_transffred	-337344.0312500000
battery_capacity_coulomb	53035.3906250000
battery_capacity_milli_coulomb	53035392
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.15119
% bat	49106.84765
% batA	0.00000
% batB	100.00000
% batC	116.96429

dt_ms	42152.00
last_read_micros	11039688
current_read_micros	11081840
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1075999736
calculte_milli_coulombs_transffred	-337216.0312500000
battery_capacity_coulomb	53025.7265625000
battery_capacity_milli_coulomb	53025728
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.18170
% bat	49097.89843
% batA	0.00000
% batB	0.00000
% batC	49.55357

dt_ms	41912.00
last_read_micros	11081840
current_read_micros	11123752
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-335296.0312500000
battery_capacity_coulomb	53016.1914062500
battery_capacity_milli_coulomb	53016192
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.20917
% bat	49089.06640
% batA	0.00000
% batB	0.00000
% batC	-16.96429

dt_ms	41996.00
last_read_micros	11123752
current_read_micros	11165748
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0998001098
calculte_milli_coulombs_transffred	-335968.0312500000
battery_capacity_coulomb	53008.5742187500
battery_capacity_milli_coulomb	53008576
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.23359
% bat	49082.01562
% batA	0.00000
% batB	0.00000
% batC	-70.08929

BAT PERCENT
49.07 %
dt_ms	76440.00
last_read_micros	11165748
current_read_micros	11242188
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8220000267
calculte_milli_coulombs_transffred	-611520.0000000000
battery_capacity_coulomb	53000.2890625000
battery_capacity_milli_coulomb	53000288
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.25800
% bat	49074.33984
% batA	0.00000
% batB	-100.00000
% batC	-127.90179

dt_ms	39612.00
last_read_micros	11242188
current_read_micros	11281800
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9805999755
calculte_milli_coulombs_transffred	-316896.0000000000
battery_capacity_coulomb	52978.5937500000
battery_capacity_milli_coulomb	52978592
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.32514
% bat	49054.25000
% batA	0.00000
% batB	100.00000
% batC	177.90177

dt_ms	42156.00
last_read_micros	11281800
current_read_micros	11323956
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1078000068
calculte_milli_coulombs_transffred	-337248.0312500000
battery_capacity_coulomb	52989.3750000000
battery_capacity_milli_coulomb	52989376
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.29157
% bat	49064.23828
% batA	0.00000
% batB	-200.00000
% batC	-204.01785

dt_ms	42332.00
last_read_micros	11323956
current_read_micros	11366288
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1166000366
calculte_milli_coulombs_transffred	-338656.0312500000
battery_capacity_coulomb	52979.8085937500
battery_capacity_milli_coulomb	52979808
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.32209
% bat	49055.37890
% batA	0.00000
% batB	100.00000
% batC	186.38392

dt_ms	42160.00
last_read_micros	11366288
current_read_micros	11408448
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	52968.8320312500
battery_capacity_milli_coulomb	52968832
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.35566
% bat	49045.21484
% batA	0.00000
% batB	100.00000
% batC	109.82143

dt_ms	42160.00
last_read_micros	11408448
current_read_micros	11450608
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	52959.2304687500
battery_capacity_milli_coulomb	52959232
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.38313
% bat	49036.32812
% batA	0.00000
% batB	0.00000
% batC	42.85714

dt_ms	41912.00
last_read_micros	11450608
current_read_micros	11492520
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	-335296.0312500000
battery_capacity_coulomb	52949.6328125000
battery_capacity_milli_coulomb	52949632
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.41365
% bat	49027.43359
% batA	0.00000
% batB	0.00000
% batC	-24.10714

BAT PERCENT
49.02 %
dt_ms	76460.00
last_read_micros	11492520
current_read_micros	11568980
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8229999542
calculte_milli_coulombs_transffred	-611680.0000000000
battery_capacity_coulomb	52942.0156250000
battery_capacity_milli_coulomb	52942016
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.43501
% bat	49020.38671
% batA	0.00000
% batB	0.00000
% batC	-77.23214

dt_ms	39268.00
last_read_micros	11568980
current_read_micros	11608248
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9633999824
calculte_milli_coulombs_transffred	-314144.0000000000
battery_capacity_coulomb	52920.1601562500
battery_capacity_milli_coulomb	52920160
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.50215
% bat	49000.14843
% batA	0.00000
% batB	200.00000
% batC	227.45535

dt_ms	42160.00
last_read_micros	11608248
current_read_micros	11650408
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1080000400
calculte_milli_coulombs_transffred	-337280.0312500000
battery_capacity_coulomb	52933.6953125000
battery_capacity_milli_coulomb	52933696
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.46248
% bat	49012.67968
% batA	0.00000
% batB	-100.00000
% batC	-135.26785

dt_ms	42332.00
last_read_micros	11650408
current_read_micros	11692740
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1166000366
calculte_milli_coulombs_transffred	-338656.0312500000
battery_capacity_coulomb	52924.0976562500
battery_capacity_milli_coulomb	52924096
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-38.48994
% bat	49003.79687
